 2.60E-01  2.780E-03
 3.00E-01  3.182E-03
 5.00E-01  7.998E-03
 7.00E-01  1.139E-02
 1.00E+00  1.543E-02
 2.00E+00  2.489E-02
 3.00E+00  3.126E-02
 5.00E+00  3.979E-02
 7.00E+00  4.558E-02
 1.00E+01  5.160E-02
2.000E+01 6.2410E-02 
3.000E+01 6.7800E-02 
5.000E+01 7.3440E-02 
7.000E+01 7.6340E-02 
1.000E+02 7.8700E-02 
2.000E+02 8.1060E-02 
2.000E+02 8.1060E-02 
3.000E+02 8.1060E-02 
4.000E+02 8.1060E-02 
5.000E+02 8.1060E-02 
6.000E+02 8.1060E-02 
7.000E+02 7.8700E-02 
8.000E+02 8.1060E-02 
9.000E+02 8.1060E-02 
1.000E+03 8.1060E-02 
2.000E+03 8.1060E-02 
3.000E+03 8.1060E-02 
4.000E+03 8.1060E-02 
5.000E+03 8.1060E-02 
6.000E+03 8.1060E-02 
7.000E+03 8.1060E-02 
8.000E+03 8.1060E-02
